Sensor Noise Accelerometer,Sensor Noise Gyroscope,Sensor Noise Magnetometer,Sensor Noise Pressure,Rotor Orientation,Gravity_x,Gravity_y,Gravity_z,Magnetic Field_x,Magnetic Field_y,Magnetic Field_z,Wind_x,Wind_y,Wind_z,Wind Deviation_x,Wind Deviation_y,Wind Deviation_z,Number of Iterations,Battery Consumption,Number of Ground Contacts,Number of Engine Failures,Number of Mission Failures
0.085,0.013,0.004,0.63,x,0.0,0.0,9.80665,0.467,0.344,0.642,12.0,18.1,13.7,3.9,6.4,7.3,878,0.39628580000000013,59,0,0
0.062,0.033,0.007,0.222,+,0.0,0.0,9.80665,0.564,0.594,0.269,15.0,18.8,6.6,9.3,7.2,8.0,868,0.39555490000000015,48,0,0
0.018,0.04,0.007,0.75,x,0.0,0.0,9.80665,0.21523,0.0,0.42741,14.1,19.6,3.1,5.1,8.1,4.8,878,0.4030981000000001,59,0,0
0.058,0.089,0.004,0.357,x,0.0,0.0,9.80665,0.21523,0.0,0.42741,0.2,15.6,6.8,4.8,5.0,7.7,873,0.18431490000000017,1,0,0
0.071,0.023,0.003,0.278,x,0.0,0.0,9.80665,0.53,0.199,0.175,10.6,5.5,0.6,7.4,3.4,6.3,887,0.1852170000000002,1,0,0
0.062,0.034,0.008,0.31,x,0.0,0.0,9.80665,0.03,0.28,0.175,4.4,12.6,12.0,5.1,0.7,6.3,897,0.1869136400000001,1,0,0
0.019,0.031,0.005,0.706,x,0.0,0.0,9.80665,0.242,0.135,0.417,2.3,17.9,16.9,9.9,1.2,2.3,920,0.2325929000000001,9,0,0
0.014,0.073,0.003,0.843,x,0.0,0.0,9.80665,0.093,0.318,0.113,11.1,8.8,8.2,0.9,2.8,9.2,863,0.17635259999999997,1,0,0
0.06,0.026,0.009,0.052,+,0.0,0.0,9.80665,0.349,0.18,0.49,18.7,7.1,18.5,4.9,8.7,1.7,858,0.38551230000000014,56,0,0
0.017,0.084,0.004,0.767,+,0.0,0.0,9.80665,0.253,0.649,0.128,14.6,1.4,4.7,8.1,2.4,4.3,887,0.1852022000000001,1,0,0
0.058,0.072,0.003,0.196,+,0.0,0.0,9.80665,0.097,0.599,0.097,19.8,12.3,15.8,1.1,6.2,5.4,880,0.4083749400000001,61,0,0
0.044,0.088,0.003,0.5,x,0.0,0.0,9.80665,0.602,0.192,0.559,16.1,6.7,12.0,2.1,4.4,0.0,869,0.2489700600000001,15,0,0
0.063,0.01,0.004,0.837,x,0.0,0.0,9.80665,0.633,0.23,0.603,15.6,3.5,1.3,0.7,8.8,8.2,861,0.1836061000000001,1,0,0
0.088,0.049,0.005,0.247,+,0.0,0.0,9.80665,0.136,0.309,0.536,18.4,15.0,12.4,8.5,6.8,8.5,855,0.3999106600000001,60,0,0
0.035,0.08,0.005,0.091,x,0.0,0.0,9.80665,0.012,0.116,0.449,4.5,3.3,18.7,7.5,3.2,6.7,861,0.1857814000000002,1,0,0
0.086,0.078,0.008,0.226,x,0.0,0.0,9.80665,0.149,0.426,0.622,5.5,18.5,10.9,9.8,3.3,7.0,887,0.38185367000000014,53,0,0
0.066,0.036,0.008,0.207,x,0.0,0.0,9.80665,0.065,0.318,0.329,15.2,12.4,17.9,4.5,0.2,7.9,683,0.21075460000000001,16,0,0
0.044,0.049,0.009,0.078,x,0.0,0.0,9.80665,0.648,0.019,0.264,17.8,6.7,11.1,2.4,2.1,6.4,864,0.2856141000000001,25,0,0
0.013,0.064,0.002,0.242,+,0.0,0.0,9.80665,0.217,0.24,0.039,12.4,15.9,3.9,1.5,4.7,6.6,872,0.19476846000000014,1,0,0
0.47,0.241,0.035,0.415,+,0.0,0.0,9.80665,0.05,0.602,0.571,4.1,15.5,8.5,6.8,1.5,0.8,963,0.19898800000000016,1,0,0
0.819,0.207,0.047,0.721,x,0.0,0.0,9.80665,0.386,0.369,0.051,14.6,18.7,5.0,7.9,0.1,1.9,802,0.38655576000000014,59,0,0
0.753,0.29,0.083,0.63,x,0.0,0.0,9.80665,0.054,0.369,0.313,13.1,0.6,3.6,6.1,6.2,9.8,819,0.40578356000000015,62,0,0
0.999,0.136,0.034,0.472,+,0.0,0.0,9.80665,0.004,0.496,0.272,8.1,14.4,10.5,2.6,3.0,0.9,875,0.1817035400000001,1,0,0
0.206,0.092,0.075,0.954,x,0.0,0.0,9.80665,0.549,0.493,0.548,19.6,12.7,8.8,7.0,8.8,8.5,826,0.39297400000000016,59,0,0
0.701,0.182,0.033,0.344,+,0.0,0.0,9.80665,0.158,0.292,0.107,11.7,18.6,12.3,5.2,0.0,9.7,678,0.36190980000000017,57,0,0
0.177,0.233,0.053,0.058,x,0.0,0.0,9.80665,0.097,0.499,0.203,15.2,16.7,13.1,2.3,7.7,7.2,776,0.3964917400000001,62,0,0
0.995,0.289,0.029,0.654,x,0.0,0.0,9.80665,0.135,0.543,0.35,5.8,14.2,2.3,8.0,4.6,1.0,833,0.19037154000000012,1,0,0
0.068,0.025,0.015,0.222,+,0.0,0.0,9.80665,0.21523,0.0,0.42741,13.0,10.6,18.5,1.1,7.1,5.0,818,0.18609735000000016,1,0,0
0.889,0.124,0.074,0.662,+,0.0,0.0,9.80665,0.161,0.041,0.52,3.1,10.7,15.9,1.2,6.0,2.0,805,0.1830634000000001,1,0,0
0.403,0.006,0.033,0.424,+,0.0,0.0,9.80665,0.146,0.087,0.605,4.7,10.0,14.0,1.9,8.7,6.4,713,0.1358804,1,0,0
0.311,0.378,0.02,0.972,+,0.0,0.0,9.80665,0.032,0.183,0.51,13.4,4.7,8.2,6.9,3.8,3.4,720,0.3718314500000002,65,0,0
0.276,0.333,0.039,0.046,+,0.0,0.0,9.80665,0.21523,0.0,0.42741,5.6,6.1,17.2,9.9,9.3,5.3,827,0.1944585000000001,2,0,0
0.288,0.236,0.01,0.734,+,0.0,0.0,9.80665,0.336,0.311,0.243,0.1,14.2,14.2,9.7,4.9,2.7,741,0.15389050000000015,4,0,0
0.026,0.043,0.034,0.054,x,0.0,0.0,9.80665,0.141,0.305,0.291,18.9,4.0,9.4,3.7,2.4,4.2,873,0.36893746000000016,50,0,0
0.32,0.038,0.096,0.015,+,0.0,0.0,9.80665,0.198,0.309,0.288,17.7,9.5,18.6,6.5,0.9,5.5,703,0.24198570000000008,23,0,0
0.329,0.081,0.052,0.817,x,0.0,0.0,9.80665,0.045,0.284,0.246,11.3,12.2,10.1,1.6,5.1,5.2,858,0.18312930000000016,1,0,0
0.894,0.321,0.064,0.231,+,0.0,0.0,9.80665,0.43,0.263,0.432,0.3,9.0,9.2,5.1,8.2,2.6,842,0.20537850000000013,8,0,0
0.854,0.393,0.001,0.66,+,0.0,0.0,9.80665,0.464,0.016,0.539,15.8,7.3,15.9,7.1,3.5,2.5,849,0.4257968400000002,81,0,0
0.21,0.05,0.081,0.621,x,0.0,0.0,9.80665,0.051,0.183,0.176,5.4,15.5,18.2,2.3,7.4,9.7,886,0.18409340000000018,1,0,0
0.86,0.269,0.025,0.69,+,0.0,0.0,9.80665,0.289,0.552,0.159,5.4,17.6,3.1,6.1,1.5,2.0,916,0.3759808000000001,48,0,0
0.744,0.1,0.069,0.221,x,0.0,0.0,9.80665,0.377,0.614,0.211,8.3,6.0,10.3,2.8,2.1,0.1,893,0.40269450000000007,57,0,0
0.834,0.049,0.039,0.113,x,0.0,0.0,9.80665,0.095,0.167,0.601,14.9,14.8,18.9,2.2,1.9,7.0,772,0.3610675000000001,54,0,0
0.116,0.075,0.073,0.622,+,0.0,0.0,9.80665,0.326,0.075,0.393,4.9,10.1,17.3,1.1,0.7,5.4,887,0.18413410000000008,1,0,0
0.747,0.122,0.039,0.725,+,0.0,0.0,9.80665,0.138,0.616,0.527,11.9,5.7,9.7,3.9,6.8,3.4,871,0.1828584000000001,1,0,0
0.07,0.194,0.012,0.657,+,0.0,0.0,9.80665,0.299,0.016,0.305,6.7,2.4,4.8,4.5,9.9,8.0,794,0.3990250500000001,60,0,0
0.715,0.014,0.052,0.726,x,0.0,0.0,9.80665,0.584,0.519,0.011,3.3,9.3,0.7,3.5,2.6,9.5,889,0.1886935500000001,1,0,0
0.668,0.256,0.065,0.317,x,0.0,0.0,9.80665,0.186,0.341,0.615,13.3,0.4,18.7,6.3,9.5,0.5,598,0.29786840000000014,46,0,0
0.394,0.02,0.031,0.311,x,0.0,0.0,9.80665,0.199,0.57,0.31,15.2,3.9,17.7,5.6,6.8,7.8,818,0.18260130000000008,1,0,0
0.718,0.227,0.012,0.192,+,0.0,0.0,9.80665,0.392,0.486,0.241,5.9,4.3,18.1,7.9,8.6,6.9,835,0.17532910000000013,2,0,0
0.922,0.034,0.096,0.905,+,0.0,0.0,9.80665,0.458,0.387,0.018,0.5,6.2,10.7,1.5,2.8,8.0,883,0.18479650000000003,2,0,0
0.772,0.287,0.019,0.291,x,0.0,0.0,9.80665,0.21523,0.0,0.42741,1.2,17.6,1.3,9.5,3.1,0.3,657,0.1375970000000002,4,0,0
0.622,0.137,0.048,0.503,x,0.0,0.0,9.80665,0.421,0.42,0.289,4.6,11.4,3.1,6.3,4.5,9.1,868,0.18140920000000016,1,0,0
0.814,0.139,0.004,0.385,x,0.0,0.0,9.80665,0.622,0.374,0.104,17.2,17.5,13.9,9.8,8.4,1.7,838,0.4028609700000001,61,0,0
0.15,0.131,0.028,0.688,+,0.0,0.0,9.80665,0.013,0.351,0.504,11.0,17.5,9.6,5.6,6.9,0.6,840,0.3415532000000001,43,0,0
0.524,0.399,0.066,0.945,+,0.0,0.0,9.80665,0.287,0.22,0.251,17.9,16.8,0.7,7.1,9.7,6.6,966,0.5704175800000002,119,0,0
0.819,0.053,0.064,0.558,+,0.0,0.0,9.80665,0.224,0.395,0.583,16.1,7.5,19.9,5.2,4.5,0.5,769,0.16118090000000018,1,0,0
0.027,0.291,0.034,0.412,+,0.0,0.0,9.80665,0.428,0.066,0.276,9.7,0.4,0.2,6.7,3.2,5.3,837,0.2053269000000002,6,0,0
0.502,0.363,0.06,0.823,x,0.0,0.0,9.80665,0.163,0.004,0.421,16.5,6.3,0.6,4.9,8.0,5.4,859,0.38507190000000013,57,0,0
0.542,0.044,0.071,0.654,+,0.0,0.0,9.80665,0.647,0.466,0.021,2.3,5.0,1.3,6.6,5.6,1.2,847,0.1780514000000002,1,0,0
0.987,0.06,0.095,0.784,x,0.0,0.0,9.80665,0.442,0.503,0.363,10.9,10.6,4.6,2.8,3.6,5.3,907,0.1889757000000002,1,0,0
0.898,0.046,0.017,0.131,x,0.0,0.0,9.80665,0.113,0.15,0.269,6.1,8.7,7.2,1.1,3.3,7.4,898,0.1906928000000001,1,0,0
0.176,0.01,0.015,0.733,+,0.0,0.0,9.80665,0.419,0.629,0.614,0.4,16.5,16.9,5.7,3.3,1.1,901,0.1911657000000001,1,0,0
0.598,0.181,0.084,0.059,x,0.0,0.0,9.80665,0.146,0.163,0.625,7.5,5.7,2.1,6.1,3.1,2.7,872,0.18227400000000016,1,0,0
0.08,0.198,0.018,0.95,x,0.0,0.0,9.80665,0.585,0.03,0.551,13.9,13.9,2.5,4.7,7.4,5.0,906,0.21263770000000015,2,0,0
0.801,0.11,0.099,0.963,x,0.0,0.0,9.80665,0.56,0.079,0.453,14.6,4.7,3.8,5.3,0.8,7.6,888,0.18908456000000007,1,0,0
0.172,0.072,0.061,0.972,x,0.0,0.0,9.80665,0.405,0.032,0.421,12.6,3.2,15.5,4.6,8.0,8.8,870,0.17674485000000018,1,0,0
0.762,0.076,0.031,0.328,+,0.0,0.0,9.80665,0.119,0.177,0.351,13.9,13.6,19.4,4.9,5.2,6.8,646,0.3390160000000001,57,0,0
0.9,0.092,0.085,0.3,+,0.0,0.0,9.80665,0.21523,0.0,0.42741,18.0,5.7,10.7,8.8,6.1,5.5,848,0.24415490000000017,16,0,0
0.394,0.125,0.043,0.494,+,0.0,0.0,9.80665,0.324,0.563,0.063,10.4,7.6,3.9,0.3,6.5,0.9,866,0.1811456400000001,1,0,0
0.279,0.141,0.038,0.721,x,0.0,0.0,9.80665,0.468,0.376,0.087,16.6,18.3,18.0,7.7,5.6,8.0,574,0.35041540000000004,61,0,0
0.568,0.249,0.03,0.39,x,0.0,0.0,9.80665,0.305,0.148,0.555,12.5,15.8,8.6,1.6,2.5,2.2,798,0.5862732800000001,99,0,0
0.534,0.002,0.024,0.758,+,0.0,0.0,9.80665,0.418,0.336,0.007,13.3,7.7,0.3,1.5,5.4,3.4,894,0.18897530000000007,1,0,0
0.178,0.06,0.044,0.958,x,0.0,0.0,9.80665,0.51,0.391,0.358,4.9,19.5,16.9,6.0,8.6,9.1,852,0.37430015000000016,54,0,0
0.85,0.081,0.091,0.211,+,0.0,0.0,9.80665,0.634,0.044,0.523,6.1,1.3,15.6,2.1,4.7,9.1,865,0.1798105000000001,2,0,0
0.807,0.287,0.065,0.76,x,0.0,0.0,9.80665,0.063,0.638,0.318,11.6,14.5,2.1,2.9,0.0,7.7,832,0.1962379500000001,7,0,0
0.142,0.19,0.091,0.898,x,0.0,0.0,9.80665,0.21523,0.0,0.42741,0.8,10.3,12.3,2.9,8.0,8.7,835,0.1734707000000003,1,0,0
0.445,0.13,0.046,0.972,+,0.0,0.0,9.80665,0.338,0.558,0.126,5.6,11.9,15.0,2.7,1.6,3.4,810,0.1848350500000001,1,0,0
0.722,0.286,0.036,0.557,x,0.0,0.0,9.80665,0.21523,0.0,0.42741,16.7,2.4,1.8,3.6,4.9,7.3,807,0.2016509500000001,1,0,0
0.173,0.149,0.058,0.271,+,0.0,0.0,9.80665,0.521,0.571,0.376,18.5,4.6,17.8,9.6,3.6,5.9,62,0.24675060000000004,60,0,0
0.797,0.106,0.002,0.428,x,0.0,0.0,9.80665,0.357,0.368,0.242,18.5,14.4,1.6,4.5,0.5,9.8,865,0.4054593000000001,63,0,0
0.938,0.23,0.002,0.899,+,0.0,0.0,9.80665,0.472,0.408,0.544,10.5,16.3,8.0,7.9,9.6,6.8,817,0.19261660000000003,2,0,0
0.15,0.25,0.076,0.837,x,0.0,0.0,9.80665,0.571,0.221,0.082,8.0,11.2,9.1,5.5,1.4,0.8,778,0.17463943000000015,7,0,0
0.177,0.241,0.08,0.05,+,0.0,0.0,9.80665,0.273,0.204,0.138,15.7,9.8,7.3,3.2,8.9,2.4,842,0.20177576000000008,1,0,0
0.974,0.047,0.081,0.35,x,0.0,0.0,9.80665,0.555,0.182,0.169,4.0,18.0,11.8,2.6,7.1,1.9,878,0.2000119400000001,1,0,0
0.93,0.124,0.083,0.216,x,0.0,0.0,9.80665,0.171,0.348,0.099,18.1,13.2,18.0,9.6,9.7,9.5,658,0.35975100000000004,60,0,0
0.677,0.099,0.098,0.01,+,0.0,0.0,9.80665,0.518,0.566,0.158,13.7,15.8,10.1,6.8,0.3,6.1,843,0.3788401000000001,55,0,0
0.523,0.03,0.068,0.89,x,0.0,0.0,9.80665,0.03,0.473,0.486,3.7,13.1,12.5,3.5,4.4,5.8,880,0.1799474700000001,1,0,0
0.529,0.149,0.084,0.877,+,0.0,0.0,9.80665,0.21523,0.0,0.42741,10.3,8.7,4.8,6.4,9.2,2.8,859,0.18295590000000017,2,0,0
0.84,0.085,0.042,0.873,x,0.0,0.0,9.80665,0.097,0.352,0.626,16.7,1.6,11.0,1.7,0.9,6.0,848,0.19330844000000014,2,0,0
0.81,0.325,0.045,0.48,x,0.0,0.0,9.80665,0.571,0.413,0.561,6.1,19.8,18.0,9.6,0.6,8.9,444,0.3934473700000001,76,0,0
0.793,0.1,0.068,0.243,+,0.0,0.0,9.80665,0.061,0.281,0.633,7.5,16.2,13.9,3.6,4.1,4.3,920,0.20337490000000014,1,0,0
0.819,0.046,0.026,0.711,+,0.0,0.0,9.80665,0.524,0.478,0.52,10.3,9.8,16.7,1.5,6.4,1.2,820,0.17091534000000008,1,0,0
0.046,0.223,0.057,0.256,x,0.0,0.0,9.80665,0.209,0.381,0.18,11.0,13.5,1.7,2.0,1.6,5.0,871,0.1874737000000002,1,0,0
0.109,0.153,0.04,0.193,+,0.0,0.0,9.80665,0.339,0.436,0.505,19.6,3.4,16.3,6.4,1.1,8.9,675,0.37597950000000013,61,0,0
0.35,0.092,0.02,0.053,+,0.0,0.0,9.80665,0.21523,0.0,0.42741,0.0,5.1,4.5,5.0,1.1,4.6,819,0.1854926600000001,1,0,0
0.326,0.074,0.04,0.53,+,0.0,0.0,9.80665,0.511,0.456,0.033,16.5,11.6,12.7,4.8,9.0,2.7,871,0.3959243000000001,59,0,0
0.028,0.084,0.064,0.35,x,0.0,0.0,9.80665,0.272,0.201,0.396,16.8,3.4,3.4,1.2,1.4,9.8,850,0.1828778700000001,1,0,0
0.131,0.306,0.003,0.136,x,0.0,0.0,9.80665,0.408,0.154,0.421,15.8,12.5,6.8,9.1,5.5,1.2,851,0.21865800000000013,8,0,0
0.695,0.23,0.077,0.578,x,0.0,0.0,9.80665,0.588,0.106,0.177,18.1,8.0,19.4,9.5,5.4,3.9,521,0.0072349600000001235,1,0,0
0.113,0.022,0.094,0.731,x,0.0,0.0,9.80665,0.585,0.478,0.545,4.5,4.4,11.1,0.1,6.0,4.9,891,0.1860731000000001,1,0,0
0.65,0.3,0.042,0.965,x,0.0,0.0,9.80665,0.399,0.617,0.569,18.4,17.1,15.7,4.3,3.3,6.2,624,0.3750171400000001,63,0,0
0.334,0.28,0.088,0.457,+,0.0,0.0,9.80665,0.169,0.446,0.07,11.8,5.0,1.3,2.7,2.4,9.2,826,0.18114176000000015,2,0,0
0.524,0.038,0.061,0.159,+,0.0,0.0,9.80665,0.426,0.193,0.456,15.0,10.8,15.1,7.6,1.1,9.0,678,0.36099990000000015,58,0,0
0.099,0.036,0.09,0.427,+,0.0,0.0,9.80665,0.02,0.462,0.602,2.4,19.2,8.1,5.8,0.8,2.6,875,0.20116416000000015,1,0,0
0.657,0.148,0.018,0.425,x,0.0,0.0,9.80665,0.416,0.037,0.187,5.5,2.7,11.1,2.8,9.1,7.0,842,0.17690787000000008,1,0,0
0.62,0.32,0.084,0.882,x,0.0,0.0,9.80665,0.204,0.589,0.122,0.2,7.5,19.0,8.6,1.3,6.8,620,0.15840920000000014,12,0,0
0.561,0.068,0.009,0.835,+,0.0,0.0,9.80665,0.461,0.076,0.237,5.8,10.9,19.4,3.4,6.9,2.6,891,0.18512073000000007,1,0,0
0.025,0.162,0.078,0.874,x,0.0,0.0,9.80665,0.21523,0.0,0.42741,19.7,1.6,14.0,9.0,2.9,0.7,851,0.2959923000000001,30,0,0
0.53,0.089,0.088,0.882,x,0.0,0.0,9.80665,0.616,0.079,0.103,1.3,1.0,15.9,5.3,1.7,3.7,865,0.18091160000000006,1,0,0
